title,author,century,text
- I -,Marqués de Santillana,15-17,"Cuando yo veo la gentil criatura
que el cielo, acorde con naturaleza
formaron, loo mi buena ventura,
el punto y hora que tanta belleza

me desmostraron la su hermosura,
ya sola de loor es la pureza;
mas luego torno con igual tristura
y me pongo a quejar de su crudeza.

Que no fue tanta la del mal Thedeo,
ni hizo la de Achila y de Potino,
falsos ministros de ti, Ptholomeo.

Así que lloro mi servicio indigno
y la mi loca fiebre, pues que veo
que me hallo cansado y peregrino

"
A la muerte de Lope de Vega,Juan Pérez de Montalbán,15-17,"Faltar la luz intempestivamente,
porque una nube descortés asalta
la muralla del sol, que el prado esmalta,
no es defecto del sol, sino accidente

Así, LOPE, tu luz a nuestro oriente
falta, vencida de región más alta,
que solamente muere quien nos falta,
y quien nos sobra vive solamente

Mas si en tu eclipse queda esclarecida
siempre tu luz, llorarte es ofenderte,
que no es caer triunfar de la caída

Goza en tu muerte pues tan feliz suerte,
que si tu muerte mejoró tu vida,
más que a tu vida debes a tu muerte.

"
- VII -,Marqués de Santillana,15-17,"Fedra dio regla y manda que en amor,
cuando la lengua no se halle osada
a demostrar la pena o el dolor
que en el ánimo afflicto es enplentada,

la pluma escriva e muestre el ardor
que diluye la mente fatigada;
pues osa, mano mía, y sin temor
te faz ser vista fiel enamorada;

y no te pienses que tanta belleza
y sincera claror casi divina
contenga en sí la feroçe crueza,

nin la nefanda soberbia maligna;
pues vaya lejos inútil pereza
y no se tema de imagen benigna.

"
- VIII -,Marqués de Santillana,15-17,"¡O dulçe esguarde, vida e honor mía,
segunda Helena, templo de beldad,
so cuya mano, mando e señoría
es el arbitrio mío e voluntad!

Yo soy tu prisionero, y sin porfía
fueste señora de mi libertad;
e non te pienses fuyga tu valía,
nin me desplega tal captividad

Verdad sea que Amor gasta e dirruye
las mis entrañas con fuego amoroso,
e la mi pena jamás diminuye;

nin punto fuelgo nin soy en reposo,
mas vivo alegre con quien me destruye;
siento que muero y no soy quejoso.

"
A la muerte de don Juan Pérez Montalbán,Gregorio de Tapia,15-17,"A tu Pira luciente si canora
(joven feliz) ilustran ya piadosos
del Sol los paralelos luminosos,
por lauro eterno que tu frente honora

Triste, aunque más fecundo del Aurora,
será el llanto en afecto lastimosos;
si también nada menos Imperiosos
en la jurisdicción que reina Flora.

Dulce cantaste, dulce suspendiste,
que mucho sí del Fénix Mantuano
en la docta ceniza renaciste!

Maestro has sido hasta en faltar temprano,
pues con ello al engaño le añadiste,
nuevo aviso en lo frágil de lo humano.

"
- II -,Marqués de Santillana,15-17,"Lloro la hermana, maguer qu'enemiga,
al rey don Sancho, e con grand sentido
proçedió presto contra el mal Vellido,
servando en acto la fraternal liga.

¡O dulçe hermano!, pues yo, que tanto amiga
jamás te fue, ¿cómo podré celar
de te llorar, plañir e lamentar,
por bien qu'el seso contraste e desdiga?

¡O real casa, tanto perseguida
de la mala fortuna e molestada!
Non pienso Juno que más encendida

fue contra Thebas, nin tanto indignada
¡Antropos!, muerte me place e non vida,
si tal ventura ya non es cansada.

"
Al mismo tema,Juan Pérez de Montalbán,15-17,"Los campos de Madrid, Isidro santo,
cielos son ya, pues nuncios de los cielos,
rompiendo nubes y rasgando velos,
bajan con risa por lograr un llanto.

Y tanto alcanza Isidro, y puede tanto,
que mientras forma en éxtasis desvelos,
siente el campo lisonjas y consuelos
con injurias de arado sacrosanto

Y así destina Dios grato a un deseo
glorias a Isidro, agricultor astuto,
y ofreciendo su amor le da el trofeo

Rindiendo sus deseos el tributo,
cogiendo en Dios sus gozos el empleo,
sembrando aquí sus lágrimas, el fruto.

"
A la vividora fama y doctas cenizas del doctor Jua,juan Martín del Barrio,15-17,"Diestro Pintor, que en música suave,
escritor, que en matices, y colores,
si pintando escribiste tus loores
escribiendo pintaste quien te alabe.

De Apeles en tu pluma, el pincel cabe,
y en tu pincel, mil plumas de escritores,
bien Madrid reconoce tus favores,
y que el Mundo por ti su nombre sabe.

A tu Patria le diste nueva vida,
con tu Pluma, Doctor, que te eterniza
Fama en tu voz, por tierras, y por mares

Y Mantua, a su Virgilio agradecida,
lastimada en tu muerte, a tu ceniza
Aras te erija, y te dedique Altares.

"
A Gregorio Silvestre,Luis Barahona de Soto,15-17,"Si la arpa, si el órgano sabroso,
si el monacordio, si la dulce lira
que en vuestras manos, gran Silvestre, admira
y suspende el ingenio más furioso;

si el dulce verso fácil y gracioso,
con que a los vientos refrenáis la ira,
algún consuelo, aunque liviano, inspira
a un seso apasionado y amoroso,

¡aquí, Señor, que me ha rompido el pecho
con punta de oro de acerado dardo
la mano más gentil que el cielo ha hecho!

¡Aquí; que huyo el bien y el mal aguardo;
espero el daño y temo mi provecho;
he frío en brasas y entre hielos ardo!

"
- XXXVI -,Marqués de Santillana,15-17,"Virginal templo do el verbo divino
vistió la forma de humanal librea,
a quien anela todo amor benigno,
a quien contempla commo a santa idea,

si de fablar de ti yo no soy digno,
la graçia del tu fijo me provea;
indocto soy e lasso peregrino,
pero mi lengua loarte dessea.

¿Fablaron, por ventura, Johan e Johan,
Jacobo, Pedro tan grand theolugía,
nin el asna podiera de Balán,

sin graçia suya, fablar, nin sabía?
Pues el que puede, fable sin affán
tus alabanças en la lengua mía

"
Con un cabello de oro...,Francisco de Figueroa,15-17,"Con un cabello de oro delicado
Amor me tiene fuertemente asido;
con nieve la más blanca que se ha vido
vivo fuego en mi alma ha levantado

Con perlas orientales ha robado
mi pecho, y mi alegría ha empobrecido;
dos estrellas y un sol esclarecido,
me tienen de tinieblas rodeado

¡Qué la nieve me encienda, que un cabello
cadena es para mí, que la luz pura
me ciegue, y me empobrezca la riqueza!

¿A qué me llevara mi desventura,
y más si vos, señora, echáis el sello,
juntando a este mi mal vuestra aspereza?

"
A las ruinas de Numancia,Francisco Pinel y Monroy,15-17,"Estas piedras que miras esparcidas,
fueron un tiempo muro; aqueste llano
que contemplas desierto, a culto vano
fábricas nobles ostentó erigidas

Aquí más de una vez fueron vencidas
las coronadas huestes del Romano;
yacen del tiempo agora y del tirano
olvido sus grandezas confundidas

De las ruinas apenas se presume
que fue Numancia: pues de tantas glorias
ni a la ceniza perdonó la llama

La edad, Fenisa, todo lo consume:
no adquiere la constancia más memoria;
ni ha de tener la obstinación más fama.

"
Sonetos creados entre 1586-1587 – Metáfora de un buboso,Juan de Salinas,15-17,"¿Qué son confuso, qué rumor tremendo
de armas francesas oigo, en coyuntura
tan de dolor, y en la tiniebla oscura
templados parches, militar estruendo?

¿Qué cóncavos volcanes escupiendo
flamantes globos miro?, ¿qué espesura
de negros humos infernal figura?
¡Formidable espectáculo y horrendo!

Por más que afectas, Musa, entronizarte,
metiendo en arma el universo todo
con estilo grandílocuo y valiente,

más de Mercurio y Venus que de Marte
hallo en tu descripción, y la acomodo
a cierto joven gálico doliente

"
Sonetos creados entre 1586-1587 – En una junta de señoras...,Juan de Salinas,15-17,"La que de aguda en mi opinión despunta
y es de la discreción el protocolo
tuvo un antojo crítico y cumpliólo
(debe de estar encinta o lo barrunta);.

sin mi licencia expresa ni presunta
me echó en certamen con el dios Apolo,
pero hizo más peso un voto solo
que todo lo restante de la Junta

¿Quién se asegura pues? ¿quién desfallece,
con que los ojos del discurso pase
por la moralidad que aquí se ofrece?

¡Qué con festividad de prima clase,
concurra un simple y haya quien le rece!
No hizo Dios a quien desamparase.

"
Soneto,Fray Álvaro de Hinojosa y Carvajal,15-17,"No sois vos, Virgen santa y escogida,
un Dios que rige el estrellado velo,
ni sois tampoco vos el mismo cielo,
no luna, sol, o estrella conocida.

Ni sois tampoco vos la misma vida,
no ángel de ligero y presto vuelo,
ni como cosa alguna acá del suelo,
por más bella que sea, y más lucida.

Digo lo que no sois, porque deciros
lo que sois, imposible me parece;
a Dios es reservado tal tesoro

Sólo el que sólo pudo produciros,
a quien toda esta máquina obedece,
podrá decir de vos bocados de oro.

"
Soneto,Vicente Espinel,15-17,"Blanco marfil, que del profundo centro
con fuerza natural, que en mí mostraste,
la más subida prenda me arrancaste
que tiene el alma del sentido adentro;

trasparente cristal que fuera y dentro
la compostura del divino engaste
tienes con tanta luz, o no hay quien baste
a tener resistencia al vivo encuentro;

nevada mano artificiosa y pura,
del más purificado y excelente
metal, del mundo en gran razón compuesta;

manos en quien las fuerzas de ventura
puestas están, dichoso aquel que siente
en tales manos su esperanza puesta

"
Sonetos – - VII -,Pedro de Quirós,15-17,"Al campo de los dulces ruiseñores
el alba despertó, vistióse de oro,
y con amena risa y blando lloro,
desmayo a estrellas dio y aliento a flores.

En cuya hermosa variedad de olores,
vi que afectaba con mayor decoro
ese rojo, ese cándido tesoro,
de su llama y su luz competidores

Con ingrata arrogancia competía
con la joven aurora aquesta rosa,
y este jazmín con el infante día.

Póngolos en tu mano poderosa
por castigarlos, dulce Ardemia mía,
con tus mejillas y tu frente hermosa

"
Al curso y velocidad del tiempo,Antonio Henríquez Gómez,15-17,"Este que, exhalación sin consumirse,
por los cuatro elementos se pasea,
palestra es de mi marcial pelea
y campo que no espera dividirse.

Voile siguiendo, y sígueme sin irse,
voime quedando, y por quedarse emplea
su mismo vuelo, y hallo que desea
ir y quedarse y con quedar partirse

Mi error me dice que su rapto apruebe,
pero ¿dónde camino, si su esfera
casi lo eterno con las alas mueve?

No me atrevo a seguirle aunque quisiera,
que corre mucho y temo que me lleve
en el último fin de la carrera.

"
Soneto,Jacinto Polo de Medina,15-17,"Esta que guarda cándida ceniza,
tanto valor, Fajardo, en urna breve,
despojos mudos de la muerte aleve
que la fama retórica eterniza,

hoy su pompa su máquina eterniza,
tierna piedad que a un pecho heroico mueve,
y pagando a su sangre lo que debe
su fin dichoso encanto solemniza

Renueva el sentimiento la memoria
de tanto puesto sol, que en luz fecundo
viven -aunque murió- sus resplandores

Que es bien que corresponda a eterna gloria
otro nuevo dolor, para que el mundo
una pérdida cueste dos dolores

"
A San Isidro,Fray Gaspar de San Diego,15-17,"Los campos de Madrid, Isidro santo,
el Ángel rompe, y vos rompéis el cielo,
sirve de labrador arando el suelo,
y vos suplís las voces de su canto.

El ara, y vos oráis, subiendo tanto,
cuanto él baja a la tierra el sacro vuelo,
y al paso que del curso el paralelo
sigue, seguís de Dios el curso en llanto

Mas aunque labra el Ángel con arado
la tierra dura, no cobra el tributo,
que Dios paga de gloria al trabajado

Que como sembró el bien con rostro enjuto,
no coge, Isidro sí, que le ha ganado,
sembrando aquí sus lágrimas, el fruto.

"
"Luis Hurtado de Toledo, en alabanza del valeroso e",Luis Hurtado de Toledo,15-17,"De Achiles, y de Ulises cante Homero,
Virgilio, de su Eneas peregrino
Ariosto, de Orlando Paladino,
Mena, del Rey don Juan el justiciero.

De Bernardo del Carpio, el caballero,
yo canto en nuestra España su destino,
que persiguiendo el pueblo sarracino,
fue el Marte más pujante y verdadero.

Josué, ni David, ni el Macabeo,
Alejandro, ni César, ni el Troyano,
Artus, ni Carlos, ni Gudufre alcanza.

Donde los hechos de Bernardo leo,
y así sobre los nueve este cristiano,
en todo el mundo es digno de alabanza.

"
Soneto,Pedro Malón de Chaide,15-17,"¡Oh paciencia infinita en esperarme!
¡Oh duro corazón en no querernos!
¿Qué esté yo cansado de ofenderos,
y no lo estéis Vos en perdonarme?

¡Cuántas veces volvisteis a mirarme
esos divinos ojos, y a doleros,
al tiempo que os rompía vuestro fueros,
y Vos, mi Dios, callar, sufrir y amarme?

¡Oh guarda de los hombres! Vuestra saña
no mostréis contra mí, que soy de tierra;
mirad a lo que es vuestro, y levantadle;

que no es deleite ya lo que me engaña,
sino costumbre que me vence en guerra,
pues por sólo pecar, peco de balde.

"
Sonetos – - III -,Fray Arcángel de Alarcón,15-17,"Buscan al Niño el padre putativo
y la Virgen purísima afligidos,
con lágrimas, sollozos, y gemidos,
¡oh caso lastimoso y compasivo!

Y aunque en su alma llevan al Dios vivo,
niño lo buscan, de su amor heridos,
entre parientes y entre conocidos,
con dolor penalísimo, excesivo.

Y no lo hallan, dándonos ejemplo,
Jesús, de que si hallarte deseamos
no entre carne y sangre te busquemos

Y, pues tu Madre purísima en el templo
lo halla, también nos verte podremos
si en las cosas de Dios nos ocupamos

"
Soneto,Pedro Lainez,15-17,"De un ébano sutil dos bellas piernas,
bellas del bello que las tapa y cubre,
una arrugada y descarnada ubre,
dos secas nalgas y húmedas cavernas.

Un pecho de tablón, y dos mal tiernas
castraduras de macho que descubre;
un brazo de nogal, que al mes de Octubre
pronostica las cosas más internas:

Un pálido color de quinta angustia,
a puro azogue conservado y hecho;
un listón por la frente atado al justo;

una severidad marchita y mustia
me abrasa el alma, y me consume el pecho
tal es la fuerza de un bellaco gusto

"
Soneto de Boscán,Cristóbal de Castillejo,15-17,"Si las penas que dais son verdaderas,
como muy bien lo sabe el alma mía,
¿por qué ya no me acaban? Y sería
sin ellas mi morir muy más de veras;

Mas si por dicha son tan lisonjeras,
que quieren retozar con mi alegría,
decid, ¿por qué me matan cada día
con muerte de dolor de mil maneras?

Mostradme este secreto ya, señora,
sepa yo por vos, pues por vos muero,
si aquesto que padezco es muerte o vida;

porque, siendo vos la matadora,
mayor gloria de pena ya no quiero
que poder yo tener tal homicida

"
